Sale_Price,No of Bedrooms,No of Bathrooms,No of Floors,Flat Area (in Sqft),Lot Area (in Sqft),Age of House (in Years),Area of the House from Basement (in Sqft),Basement Area (in Sqft),Latitude,Longitude,Living Area after Renovation (in Sqft),Lot Area after Renovation (in Sqft),No of Times Visited,Overall Grade,Year since Renovation,Waterfront_view_Yes,Ever_Renovated_Yes,House_conditions_Fair,House_conditions_Okay,Zipcode_Group_Zipcode_Group_1,Zipcode_Group_Zipcode_Group_2,Zipcode_Group_Zipcode_Group_3,Zipcode_Group_Zipcode_Group_4,Zipcode_Group_Zipcode_Group_5,Zipcode_Group_Zipcode_Group_6,Zipcode_Group_Zipcode_Group_7,Zipcode_Group_Zipcode_Group_8,Zipcode_Group_Zipcode_Group_9
510000,3,2.25,3,1420,1309,12,1420,0,47.6534,-122.346,1500,1282,0,8,0,0,0,1,0,0,0,1,0,0,0,0,0,0
751000,5.5,3,2,2880,6800,38,2880,0,47.5873,-122.299,1640,4000,0,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0
408000,3,1,1,1420,8000,68,1420,0,47.5169,-122.255,1780,8295,4,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1010000,3,1,1.5,1640,12855,98,1500,140,47.6169,-122.212,2190,11262,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0
575000,3,2,1,1730,9030,62,1730,0,47.5875,-122.134,1470,9030,0,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0
330000,3,1.75,1,1250,8100,67,1250,0,47.5016,-122.348,1300,8175,0,7,12,0,1,1,0,1,0,0,0,0,0,0,0,0
565000,3,2.25,3,1520,1221,5,1520,0,47.674,-122.377,1550,4750,0,8,0,0,0,1,0,0,0,1,0,0,0,0,0,0
456000,3,2.5,2,1820,2935,19,1820,0,47.6018,-122.021,1820,2936,0,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0
652500,4,2.5,2,2700,9122,28,2700,0,47.5771,-121.994,2500,9122,0,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0
582000,3,1.75,2,1820,3140,69,1820,0,47.5271,-122.384,2030,5499,0,8,27,0,1,0,0,0,0,1,0,0,0,0,0,0
700000,4,2.5,2,2770,5686,14,2770,0,47.5997,-121.973,2910,5000,0,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0
235000,2,1,1.5,1270,9182,101,1270,0,47.5365,-122.378,1760,9100,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0
460000,3,1.75,1,1400,12155,41,1400,0,47.5926,-122.047,2540,17561.25,0,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0
475000,3,2.25,1,1820,8008,37,1240,580,47.7206,-122.11,2030,8750,0,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0
579000,2,2,1,1870,6275,15,1870,0,47.7108,-122.031,1670,5200,0,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0
507000,4,2,1.5,1360,2746,73,1360,0,47.6736,-122.39,1960,2746,0,7,6,0,1,1,0,0,0,1,0,0,0,0,0,0
210000,3,2.5,2,1040,2643,14,720,320,47.5165,-122.268,1540,5110,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0
359500,4,2.75,2,2140,10316,25,2140,0,47.3537,-122.274,1920,11337,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0
248000,3,1.75,1,1330,9831,31,1330,0,47.3304,-122.277,1330,7500,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
239300,3,1,1,1070,5750,66,1070,0,47.5071,-122.255,1420,6500,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
315000,3,2.25,3,1370,1533,9,1370,0,47.7326,-122.343,1370,1125,0,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0
970000,4,3,2,3510,12410,42,3510,0,47.6381,-122.166,3000,13209,0,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0
510000,3,1.5,1,1730,6240,64,1000,730,47.5282,-122.391,1620,6240,1,8,0,0,0,1,0,0,0,1,0,0,0,0,0,0
418000,4,1.5,1,1550,9176,62,1000,550,47.6005,-122.129,1730,8539,0,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0
699000,4,2.5,2,3280,19158.125,22,3280,0,47.6711,-122.012,3200,17561.25,0,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0
871000,4,2.5,1,2150,8536,51,1400,750,47.5663,-122.163,2800,9500,3,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0
515000,3,1.75,1,1580,9147,51,1210,370,47.6069,-122.112,2600,17561.25,1,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0
400000,3,1,1,1460,19158.125,66,1460,0,47.4434,-122.347,2250,17561.25,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0
445000,3,1.75,1,1410,5100,64,1110,300,47.7026,-122.29,1600,7800,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1110000,4,2.75,1,3090,6600,62,1800,1290,47.6339,-122.396,2380,5000,2,9,0,0,0,1,0,0,0,0,0,1,0,0,0,0
212000,3,1.5,1,1690,9600,42,1210,480,47.3857,-122.079,1450,9647,0,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0
710000,4,2.5,2,2870,11304,38,2870,0,47.5547,-122.154,2690,9940,0,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0
225800,4,1,1,1100,7110,111,880,220,47.3858,-122.227,1150,7110,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
520000,3,1.75,1,2310,19158.125,35,1580,730,47.7697,-122.274,2000,14000,2,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1129743.75,5,3.625,1,3490,15246,50,1940,1400,47.5479,-122.212,3410,15682,1,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0
248000,4,2,1,2080,13510,68,1040,1040,47.4918,-122.258,2010,11625,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
556000,4,2.5,1,2230,7200,61,1220,1010,47.589,-122.156,1920,7200,0,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0
319950,5,1.75,1,1710,11900,60,1070,640,47.506,-122.365,1030,10360,0,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0
320000,4,2.75,1,1640,3000,34,1000,640,47.5625,-122.283,1150,4545,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0
245000,3,2.5,2,1600,2788,26,1600,0,47.4034,-122.187,1720,3605,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
700000,3,2.5,2,2850,19158.125,31,2850,0,47.7376,-122.102,3340,17561.25,0,10,0,0,0,1,0,0,0,1,0,0,0,0,0,0
628000,5,2.75,2,2600,8160,3,2600,0,47.7348,-122.34,1600,8160,0,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0
640000,3,2,1,1380,4800,70,1380,0,47.651,-122.369,1740,5640,0,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0
420000,4,1.75,1,1320,4978,76,940,380,47.5266,-122.379,1260,4693,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0
349950,3,2.5,3,1420,1162,16,1420,0,47.6982,-122.349,1430,1560,0,8,0,0,0,1,0,0,0,1,0,0,0,0,0,0
307999,4,2.75,2,2420,8438,22,2420,0,47.2091,-122.009,2420,8580,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0
749950,4,2.75,2,2600,6050,69,1960,640,47.5656,-122.4,1990,6050,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0
290000,2,1,1,840,3844,99,840,0,47.7048,-122.347,1040,3844,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0
235000,3,1.75,1,1420,7920,56,1420,0,47.2931,-122.188,1420,7920,0,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0
225000,3,1,1,1790,6120,81,1790,0,47.508,-122.337,830,6120,0,6,53,0,1,1,0,1,0,0,0,0,0,0,0,0
302100,3,1,1,1790,6120,81,1790,0,47.508,-122.337,830,6120,0,6,52,0,1,1,0,1,0,0,0,0,0,0,0,0
520000,2,1,1,1340,6380,79,890,450,47.697,-122.313,1380,6380,0,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0
285000,2,1,1,1010,7200,43,1010,0,47.7651,-122.291,1890,9248,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0
525000,3,2,1,1640,15258,37,1640,0,47.6301,-122.037,1640,16345,0,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0
374900,5,2.75,1,2980,8500,36,1540,1400,47.3641,-122.278,2310,8500,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0
377500,3,2,1,1370,7200,92,1130,240,47.7329,-122.308,1300,7208,0,7,62,0,1,1,0,0,1,0,0,0,0,0,0,0
587450,3,2.25,1.5,2190,8775,91,2190,0,47.7303,-122.287,1910,8145,1,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0
245000,3,2.25,1,1530,12000,39,1070,460,47.2715,-122.338,2140,13636,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
200000,3,2,1,1290,5757,24,1290,0,47.3175,-122.17,1580,6798,0,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1129743.75,4,3.625,2,4230,19158.125,21,3740,790,47.6795,-121.991,2500,17561.25,3,10,0,0,0,1,0,0,0,0,1,0,0,0,0,0
607000,3,2.5,2,2470,9226,27,2470,0,47.7439,-122.17,2820,11013,0,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1129743.75,1.5,1.25,1.5,1810,5070,51,1230,580,47.5814,-122.081,2280,5070,4,8,0,1,0,1,0,0,0,0,0,0,1,0,0,0
549950,4,2.5,1,2230,14694,37,1180,1050,47.6305,-122.034,1470,13458,0,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0
250000,3,3,1,2300,7701,58,2300,0,47.5102,-122.18,1570,8116,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0
525000,3,2.5,2,2030,6970,27,2030,0,47.5718,-121.999,2000,6140,0,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0
440000,3,1.75,1,2000,9900,61,1480,520,47.4436,-122.339,2310,10200,2,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0
425000,3,2.75,1.5,3610,19158.125,100,3130,480,47.3351,-122.362,2630,17561.25,3,8,54,1,1,1,0,0,0,0,0,0,0,0,0,0
739900,5,2.5,2,3290,5029,14,3290,0,47.5773,-122.056,2990,6441,0,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0
315000,3,2,1,1300,3731,25,900,400,47.5374,-122.27,1300,3731,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0
340000,5,1,1.5,1880,3774,101,1360,520,47.566,-122.37,1420,2550,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0
366000,4,2.75,2,2170,9743,23,2170,0,47.3814,-122.024,1670,7734,0,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0
315000,3,1.75,1,1680,7250,66,930,750,47.7201,-122.35,1340,7250,0,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0
299000,3,1.5,1,1190,9135,59,1190,0,47.5164,-122.189,1520,9146,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0
350000,2,1,1,940,5000,68,940,0,47.7518,-122.279,1800,7400,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0
340000,2,1.75,1,1010,1461,15,670,340,47.6515,-122.4,1500,2499,0,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0
460000,3,1.75,1,1290,8580,56,1290,0,47.6707,-122.174,1840,8580,0,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0
224000,3,1.5,1,1480,10588,61,1480,0,47.2872,-122.212,1370,10588,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
140000,2,1,1,900,6400,78,900,0,47.5287,-122.281,1350,6405,0,6,0,0,0,0,1,0,1,0,0,0,0,0,0,0
246000,4,2,1.5,1400,7632,88,1400,0,47.4625,-122.345,1400,7632,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0
330000,3,2.5,2,2040,14071,23,2040,0,47.7278,-121.963,1890,14040,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0
306000,3,1,1,1450,7200,49,1010,440,47.7311,-122.199,1500,6767,0,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0
324950,3,1,1,1210,7440,69,1210,0,47.7402,-122.323,1120,7440,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0
345000,2,1.5,1,1800,19158.125,31,1240,560,47.302,-122.123,2010,17561.25,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0
207000,3,1,1,1490,8995,64,1490,0,47.4901,-122.303,1490,9000,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
238000,3,1,1.5,1240,5700,65,1240,0,47.4927,-122.169,1140,5700,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0
695000,3,2,2,2632,18743,18,2632,0,47.3743,-122.421,1970,14171,3,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0
649950,3,2.5,2,2150,15304,39,2150,0,47.5573,-122.136,2540,10507,0,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0
515000,3,2.75,1,1710,9448,71,1010,700,47.6693,-122.267,1960,8951,0,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0
452000,3,2.5,2,1530,5032,20,1530,0,47.6985,-122.349,1450,2136,0,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0
236000,4,2.5,2,1630,3060,15,1630,0,47.5072,-122.336,1270,4590,0,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1129743.75,4,3.5,2,4080,14450,20,3210,870,47.5519,-122.106,3665,12114,2,10,0,0,0,1,0,0,0,0,0,0,1,0,0,0
563000,3,2.75,1,2340,16500,46,1500,840,47.5952,-122.051,2210,15251,0,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0
410988,3,1.75,1,1000,14061,51,1000,0,47.7417,-122.093,1260,12635,0,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0
339950,1.5,2.5,2,2290,8319,33,2290,0,47.3473,-122.151,2500,8751,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1129743.75,4,2.5,2,3180,13118,32,3180,0,47.5382,-122.23,3070,12861,0,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0
340000,4,2.5,2,2170,19158.125,26,2170,0,47.4034,-122.167,2280,8616,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0
808100,4,3.25,1,3020,13457,62,3020,0,47.7174,-122.336,2120,7553,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0
236000,3,1.75,1,1330,6301,20,1330,0,47.3411,-122.219,1330,6144,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
330000,4,1.75,1,1720,8300,53,1720,0,47.4654,-122.194,1840,8300,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0
799990,4,3.5,2,2540,5808,108,1820,720,47.6857,-122.376,1520,5461,0,8,30,0,1,0,0,0,0,1,0,0,0,0,0,0
240000,1.5,2.5,2,1810,5669,15,1810,0,47.3493,-122.053,1810,5685,0,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0
343000,3,1,1,1410,18600,58,1410,0,47.5031,-122.152,1610,17561.25,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
332000,3,2.5,1,1530,9406,25,1270,260,47.4852,-122.162,1700,7682,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0
945000,5,3.5,2,4230,14925,15,3740,0,47.5848,-121.969,3665,14633,0,10,0,0,0,1,0,0,0,0,0,0,1,0,0,0
239950,3,1,1,1140,8366,75,1140,0,47.4768,-122.177,960,7200,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
674000,5,1.75,1.5,2110,5000,72,1250,860,47.6745,-122.287,1720,5000,0,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0
200000,3,1,1,1050,5000,51,1050,0,47.4923,-122.165,1050,5200,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0
453000,3,1.75,1,1600,7232,52,1600,0,47.6293,-122.121,1970,8120,0,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0
330000,3,1.75,1,1430,8865,68,1430,0,47.7331,-122.299,1250,8154,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0
285000,4,2.5,2,1996,4547,9,1996,0,47.3365,-122.051,2180,5127,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
338000,4,1.75,1,1530,8152,70,910,620,47.7557,-122.328,1310,8152,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0
264950,2,1,1,1000,6000,67,1000,0,47.5208,-122.372,1250,6000,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0
880000,4,2,1,2530,10800,64,1350,1180,47.5705,-122.225,2960,12150,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0
209500,3,1.5,1,970,5488,42,970,0,47.5366,-122.359,1040,5488,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
380000,4,2.5,1,2400,9398,60,1310,1090,47.4952,-122.178,1330,8249,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0
336500,3,2,1,1830,12891,24,1830,0,47.3924,-122.192,2320,8709,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
360000,3,2.25,1,2130,8466,35,1290,840,47.4537,-122.211,2250,9682,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
911100,4,3.25,2,3330,19158.125,94,3330,0,47.7596,-122.275,2580,17561.25,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0
249900,2,1,1,560,7560,74,560,0,47.5271,-122.375,990,7560,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0
175000,4,1,1,1210,6250,56,1210,0,47.5008,-122.333,1210,8291,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
549950,3,2.5,3,2380,2500,30,2380,0,47.5734,-122.375,2270,5000,3,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0
225000,3,1.75,1,1370,10866,73,1370,0,47.6774,-122.164,1580,14250,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0
270000,3,1.75,1,1370,10866,73,1370,0,47.6774,-122.164,1580,14250,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0
400000,3,2.25,2,1740,11040,38,1740,0,47.7376,-122.242,1720,11778,0,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0
299800,2,1,1,790,5240,93,790,0,47.5303,-122.288,1430,5320,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0
555000,3,2.5,2,2480,8676,29,2480,0,47.53,-122.172,2540,9496,0,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0
230000,3,2.5,2,1920,9180,30,1920,0,47.4818,-122.231,1930,7252,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0
360000,4,2.5,2,2750,6259,16,2750,0,47.3304,-122.179,2810,6824,0,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0
415000,2,1,1,880,3200,108,880,0,47.6575,-122.402,1880,6000,0,7,47,0,1,1,0,0,0,0,0,1,0,0,0,0
355000,4,1.75,1,2160,8000,42,1660,500,47.3165,-122.382,2350,8200,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0
635000,4,2.5,2,2570,19158.125,21,2570,0,47.6343,-121.969,2500,17561.25,0,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0
353000,5,2.75,1,2130,5000,40,1100,1030,47.5271,-122.274,1340,6837,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
999000,5.5,3.625,1,3150,19158.125,61,3150,0,47.6029,-122.147,2390,12054,0,9,12,0,1,1,0,0,0,0,1,0,0,0,0,0
265000,3,1.5,1,1780,10196,51,1270,510,47.3375,-122.291,1320,7875,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
250000,4,1.75,1,1910,8250,59,1910,0,47.6131,-122.123,1500,8250,0,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0
225000,2,1,1,1170,7142,67,1170,0,47.7497,-122.313,1170,7615,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0
553000,2,1,1,900,5000,74,900,0,47.6883,-122.395,1280,5000,0,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0
565000,5,2.5,1,2650,11455,57,1400,1250,47.6141,-122.116,1960,9880,0,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0
312000,2,1,1,1170,5150,111,980,190,47.5503,-122.283,1660,5150,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0
475000,3,2.5,2,2630,19158.125,27,2630,0,47.7035,-121.894,2630,17561.25,0,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0
320000,4,2.75,1,2150,9163,26,1340,810,47.266,-122.307,2260,7750,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0
453000,3,2,1,1430,9583,54,1430,0,47.7206,-122.197,1890,11100,0,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0
320000,3,1,1,960,6180,108,960,0,47.5518,-122.279,1250,4120,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0
610000,4,2.75,1,2640,8400,71,1440,1200,47.5882,-122.29,2610,6000,2,8,0,0,0,1,0,0,0,1,0,0,0,0,0,0
385000,3,1.5,1,1490,9630,59,1490,0,47.7623,-122.256,1960,10469,0,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0
215000,3,1.75,1,1210,8075,35,1210,0,47.2666,-122.254,1310,8025,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0
215000,4,1.5,1.5,1860,5040,98,1860,0,47.2077,-121.993,1680,5800,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415000,3,2.5,2,1980,4274,15,1980,0,47.7767,-122.239,2000,4394,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0
350000,1.5,1,1,900,6380,71,900,0,47.7019,-122.311,1830,6380,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0
395000,1.5,1,1,900,6380,71,900,0,47.7019,-122.311,1830,6380,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0
898000,2,1.75,1,1490,9874,55,1490,0,47.6246,-122.199,2280,9869,0,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0
480000,3,2.5,2,2980,7338,12,2980,0,47.437,-122.207,3010,5267,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1129743.75,3,2.5,3,2660,1973,11,1870,790,47.6264,-122.364,1640,1369,3,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0
599000,4,2.5,2,2790,19158.125,29,2790,0,47.7647,-122.019,1590,17561.25,0,8,0,0,0,1,0,0,0,0,0,1,0,0,0,0
770000,4,3,2,2800,9127,19,2800,0,47.6123,-122.007,2780,8165,0,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1129743.75,3,2.25,2,1590,8520,38,1590,0,47.6477,-122.216,2470,12005,0,8,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1129743.75,4,2.25,1,3240,11131,65,2080,1160,47.6182,-122.215,2300,12150,0,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0
880000,3,2,1,2130,19158.125,29,2130,0,47.7489,-122.123,2860,17561.25,0,8,0,0,0,1,0,0,0,1,0,0,0,0,0,0
332000,3,2,1,1510,7884,76,1510,0,47.4683,-122.348,1050,7620,0,6,3,0,1,1,0,0,1,0,0,0,0,0,0,0
445000,3,1.75,1,1750,7200,52,1750,0,47.6289,-122.119,1810,7590,0,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0
849000,4,2.75,2,4010,19158.125,14,3740,0,47.4299,-121.998,2451,17561.25,0,10,0,0,0,1,0,1,0,0,0,0,0,0,0,0
752000,4,1.5,1.5,1650,2970,115,1650,0,47.6233,-122.319,1670,2970,0,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0
450000,5.5,3.625,2,4050,6504,22,3740,0,47.5923,-122.301,1448,3866,0,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0
420000,3,1,1,1320,5500,63,1320,0,47.5705,-122.398,1480,5250,0,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0
330000,4,2.5,2,2310,6320,21,2310,0,47.3287,-122.167,1850,6181,0,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0
409000,3,1.75,1,1440,9065,46,1440,0,47.7163,-122.333,1990,8812,0,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0
350000,5,1.75,1,2330,14322,50,1180,1150,47.4768,-122.155,1690,10010,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0
570000,4,2.5,1,2430,19158.125,24,2430,0,47.7125,-121.916,2200,17561.25,0,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0
315000,3,1,1,1390,8333,36,1390,0,47.7652,-122.31,1320,7090,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0
224000,2,1,1,1150,15000,88,1060,90,47.4935,-122.316,1350,15000,0,6,4,0,1,1,0,0,0,0,0,0,0,0,0,0
293550,4,1.75,1,2120,9706,53,1370,750,47.4939,-122.297,1730,11337,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
350000,4,2.75,1.5,2300,3175,52,1340,960,47.5732,-122.305,1260,3175,0,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1110000,4,2.5,2,3320,9380,30,3320,0,47.5655,-122.114,2870,11779,3,10,0,0,0,1,0,0,0,0,0,0,1,0,0,0
442500,4,2.5,2,2400,7092,21,2400,0,47.7522,-122.338,2350,8310,0,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0
616500,3,2.5,1,3580,19158.125,26,3240,340,47.4453,-121.98,3240,17561.25,0,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0
506400,3,2.5,1,2100,9040,29,1700,400,47.5329,-122.173,2430,8809,0,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0
324000,3,2.25,2,1550,4411,17,1550,0,47.7373,-121.966,1620,4621,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0
169000,3,1.5,1.5,1570,6450,87,1570,0,47.2021,-121.996,1400,6450,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0
595000,3,2,1,1480,5000,90,750,730,47.6859,-122.37,1250,4000,0,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0
299900,3,2.5,2,2720,6014,16,2720,0,47.3344,-122.174,2760,6537,0,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0
332000,3,2.25,1,2270,8876,41,1380,890,47.4653,-122.176,2150,7455,0,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0
432000,4,1.75,1,2410,8400,40,1600,810,47.7341,-122.2,1850,8400,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0
510000,4,2.75,1,2730,9112,22,1740,990,47.4005,-122.312,3050,10454,2,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0
270000,3,2.5,2,1540,7739,32,1540,0,47.3511,-122.169,1720,7200,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
750000,5,2.5,2,3120,15593,32,3120,0,47.6142,-122.065,3390,17003,4,10,0,0,0,1,0,0,0,0,1,0,0,0,0,0
509250,2,1.5,1,1480,3120,104,930,550,47.6684,-122.323,1000,3780,0,7,10,0,1,1,0,0,0,0,0,0,1,0,0,0
189000,3,1,1,860,5200,49,860,0,47.3677,-122.078,1010,5200,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726500,4,2.5,2,2180,3893,19,2180,0,47.6886,-122.388,1710,4550,0,8,0,0,0,1,0,0,0,1,0,0,0,0,0,0
287000,3,2,1.5,1300,11374,85,1300,0,47.4839,-122.302,1480,9670,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
